Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def _3rd,Touches_Mid _3rd,Touches_Att _3rd,Touches_Att_ Pen,Touches_Live,Role,Tier_league
Gaëtan Paquiez,2019-2020,25,Nîmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.3,0,,0,0,31.9,45.8,69.6,0.3,2.8,0.5,0.2,4.2,506.7,260.6,17.4,21.2,81.9,11.9,17.4,68.6,2,5.3,18.6,101.4,58.3,1.2,1.1,0.1,1.2,0.4,23.2,2.4,0.1,0.1,0.9,0.6,40.5,0.4,0.1,1.4,1,2.1,1.5,1,1.8,1.1,0.3,0.8,1.9,4.1,2.5,0,33.2,12.6,1.2,0,0.1,1.6,0,0,54.5,45.5,56.6,2.6,18.2,26.1,12.8,0.5,56.6,CB,0
Gaëtan Paquiez,2020-2021,26,Nîmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.4,0,,0,0,30.3,40.1,75.5,0.4,2.8,0.4,0.2,4.2,484.8,215.4,16,18.8,84.9,11.7,15.7,74.7,2.1,3.6,20,102.4,63.4,1.9,1.1,0.2,0.9,0.3,21.1,1.5,0,0,0.9,0.7,59.4,0.1,0,1.1,1.5,1.8,1,1,1.5,0.9,0.3,0.6,1.4,3.2,2.4,0,28.4,11.5,0.9,0,0.1,1,0,0.2,41.7,58.3,50,3.7,15.5,24.6,10.3,0.5,50,CB,0
Gabriel Gudmundsson,2021-2022,22,Lille,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0.12,1.3,0.05,0.17,0.4,31.6,34.3,48.1,71.2,0.7,2.4,0.4,0.3,3.4,543.3,166.3,18.1,20.6,87.7,13,17.1,76.1,2.5,6.3,36.4,255.7,110.9,3.3,2.7,0.7,1.9,1.3,35.9,4.6,0.1,0.1,1.8,1.3,44.4,0.2,0,1.8,1.3,2.9,2.1,1.1,1.2,1,0.2,0.8,1.3,4.2,0.9,0,40.6,7.2,0.5,0,0.1,4.2,0,0.3,55,45,60.4,1.9,16.8,27.5,17.3,1.9,60.4,LB,1
Gabriel Magalhães,2018-2019,20,Lille,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.08,0.8,0.1,0.33,0.3,30,46.8,54.5,85.9,0.3,1.5,0.2,0,3.4,947.1,347.8,13.3,14.4,92.4,27.8,29.8,93.2,5.2,9.3,40.1,222.2,130.7,0.4,0.2,0,0.3,0.2,42.9,0,0,0,1.2,0.9,71.9,0.1,0,1.2,1.1,1.5,0.9,0.3,0.3,1.2,0.5,0.7,1.6,3.1,5.1,0.2,51.6,2.9,2.6,0.1,0.3,0,0,0,0,100,65.5,5.9,29.9,34.7,1.2,0.9,65.5,CB,1
Gabriel Magalhães,2019-2020,21,Lille,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.08,0.7,0.06,0.25,0.2,23.5,53.3,65.1,81.9,0.1,3.8,0.1,0,4.6,1040.3,376.9,16.3,18.5,88.6,30.5,33.5,91,5.4,10.8,43.1,223.1,143.1,1.1,0.5,0,0.4,0.3,50.5,0.1,0,0,0.8,0.6,64.8,0.1,0,0.8,1.1,1.8,1.3,0.6,0.3,1.2,0.8,0.4,0.9,2.7,3.7,0.1,62.1,2.7,1.9,0.1,0.6,0.1,0,0.3,100,0,75.5,5,28.2,45.2,2.3,1,75.5,CB,1
Gabriel Silva,2017-2018,26,Saint-Étienne,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0.06,0.5,0.09,0.33,0.1,27.3,38.6,48.9,79,0.7,2.6,1,0.3,4.1,619.6,232.3,21.9,23.6,92.7,12.4,16,77.3,3.5,6.2,26.7,125.5,72.1,1.7,1.5,0.3,1.4,0.9,32.7,4.5,0.1,0.1,1.2,0.8,48.2,0.1,0,1.5,1.9,1.2,0.9,0.8,0.5,0.9,0.3,0.6,1.6,2.8,3.6,0,36.3,12.3,1.2,0,0.3,2.3,0,0.2,64.3,35.7,60,3.7,18.9,26.3,15.3,0.7,60,LB,0
Gabriel Silva,2018-2019,27,Saint-Étienne,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.04,0.3,0,0,0.1,20,29.4,38.3,76.8,0.4,1.8,0.8,0.3,2.4,482.9,147.1,16,17.7,90.4,9.5,12.8,74,3,5.7,19.1,84.6,45.7,1,0.6,0.1,1.3,0.6,23.1,4.7,0.3,0.2,1.3,0.8,50.8,0.1,0,1.1,1.9,1.2,0.6,0.4,0.7,0.9,0.2,0.8,0.9,2.1,3.8,0.1,28.5,9.6,0.6,0,0.1,2.1,0,0.1,69.2,30.8,48.5,3.8,16.7,20.8,11.3,0.6,48.5,LB,0
Gen Shoji,2018-2019,25,Toulouse,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,-0.1,0.03,0.1,0,,0,0,34.5,40.7,84.8,0.3,2.4,0.2,0,3.9,726.6,266.2,9.8,10.9,89.8,18.1,20,90.3,5.9,8.7,25.3,130.7,78.1,0.2,0.2,0,0.2,0.3,27.7,0.1,0.1,0.1,0.5,0.3,48.8,0.1,0,0.5,0.4,1.3,0.7,0.6,0.7,1.2,0.8,0.4,1.2,2.5,3.1,0,39.1,1.5,1.3,0,0.8,0,0,0.1,100,0,48.4,4.6,23,25.3,0.6,0.1,48.4,CB,0
Gerzino Nyamsi,2020-2021,23,Rennes,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0.1,0.5,0.2,1,0.1,20,59.3,67.9,87.4,0.1,3.3,0.1,0,3.9,1156.6,426.4,19.8,21.4,92.8,33.3,35.9,92.8,5.9,9.6,49.9,232.8,127.4,0.7,0.4,0,0.8,0.5,57,0.1,0,0,0.6,0.6,58.3,0.2,0,1,0,1.2,1,0.4,0.2,0.8,0.5,0.3,1,2.3,3.3,0.1,67.7,0.2,0.2,0,0.6,0.1,0,0,83.3,16.7,76.4,4.5,31.3,43.1,2.3,0.8,76.4,CB,0
Gerzino Nyamsi,2021-2022,24,Strasbourg,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.08,0.8,0,0,0.2,21.4,36.6,44.1,83.1,0.2,1.8,0.1,0,2.2,762.6,309.5,9.7,10.8,89.4,21.9,24,91.2,4.6,8.2,33.9,207.5,122.5,0.3,0.1,0,0.6,0.2,33.8,0.2,0.1,0.1,0.4,0.3,67.2,0.1,0,1,0.1,1.1,0.6,0.6,0.2,0.8,0.5,0.3,0.8,1.8,2.7,0,42.8,1.1,0.9,0,0.2,0.1,0,0.2,85.7,14.3,52.3,7.2,26.4,24.4,1.7,1.4,52.3,CB,0
Ghislain Konan,2018-2019,22,Reims,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.02,0,0,,0,0,37.5,50.7,74,0.8,2.9,1.1,0.7,4.3,608.2,292.4,19.8,21.9,90.2,14.7,20.5,71.7,2.5,5.3,27.6,225.5,138.9,4.4,3.1,0.1,1.7,0.7,29.6,2.8,0.2,0.2,2.1,1.5,37.7,0,0,0.7,1.4,2.3,1.4,1.2,0.8,0.9,0.2,0.7,2,4.2,2.7,0,37.6,12.9,0.5,0.1,0.1,3.4,0,0.2,47.2,52.8,63.9,3.7,21.5,29.3,14.5,0.2,63.9,LB,0
Ghislain Konan,2019-2020,23,Reims,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.03,0.1,0,,0,0,48.1,61.6,78.1,0.9,4.3,0.7,0.3,5.7,759.7,315.6,27.1,30.5,88.9,17,21.5,79.2,3.2,6.7,35.6,226,134.1,3.8,2,0.2,1.6,1.2,41.7,4.7,0.3,0.2,2.4,1.9,38.9,0.1,0.1,1.2,1.6,2.9,1.8,1.3,0.6,0.9,0.2,0.7,1.6,4.5,2.3,0,49.6,12,0.6,0,0.3,3.2,0.1,0.1,47.4,52.6,75.7,3.3,23.9,35.9,16.5,0.4,75.7,LB,0
Ghislain Konan,2020-2021,24,Reims,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0.04,0.3,0.25,0.5,0.1,50,40.3,51.3,78.5,0.6,2.9,0.7,0.4,4.1,658.3,234.9,19.6,22.1,88.8,16.9,21,80.5,2.8,5.3,31.3,224.4,138.5,3.7,2.4,0.1,1.2,0.8,34.8,4.4,0.1,0.1,1.5,1.2,48.1,0.2,0,0.8,0.8,2,1.1,1.1,0.8,0.9,0.4,0.5,1,3,2.3,0,41.4,9.7,0.8,0,0.2,2.2,0,0.1,58.9,41.1,61.5,4.2,20.8,28,13.9,0.4,61.5,LB,0
Ghislain Konan,2021-2022,25,Reims,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.03,0.7,0.05,0.2,0.2,26.3,36.4,48.2,75.5,1.2,2.4,0.9,0.4,4.1,595.1,251.4,18.8,21.6,87.1,13.5,17.5,77.6,3.2,6.3,32.1,209.9,112.8,3.3,2.4,0.6,1.6,0.7,32.8,4,0.2,0.2,2,1.7,54.2,0,0,0.6,1.2,1.3,0.7,0.6,0.5,1.3,0.3,1,1,2.3,1.7,0,37.5,10.4,0.2,0,0.2,3.1,0,0.3,47.6,52.4,59.7,3.3,18.7,26.7,15.3,0.9,59.7,LB,0
Gideon Mensah,2021-2022,23,Bordeaux,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.07,0.1,0,,0,0,47.5,58.9,80.8,1.2,2.9,1.1,0.7,4.6,756.2,242.8,24,26.5,90.4,19.8,24.4,81.1,2.4,4.4,41.6,262.7,141.8,3,2,0.1,1.7,1.1,40.3,5.9,0.4,0.3,2.6,2.3,64,0.1,0.1,1.2,0.3,2.8,1.8,1.3,1.5,0.8,0.1,0.7,1.2,3.9,1.6,0,49.1,9.5,0.6,0,0.1,4,0.1,0.3,64.7,35.3,69.1,2.2,18.5,33.6,18.2,0.9,69.1,LB,0
Giulian Biancone,2021-2022,21,Troyes,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.06,1.1,0.04,0.11,0.4,32.1,36.9,50.2,73.4,0.5,2.7,0.7,0.5,3.4,639.1,261.8,16.9,20.5,82.4,15.5,19.8,78.2,3.4,7.2,46.7,35.7,206.4,108.8,2.3,1.3,0.3,1.2,0.4,35.8,3.9,0.1,0.1,1.8,1.3,58.5,0.4,0,1.3,1.3,2.7,1.6,1.6,1.1,0.9,0.3,0.6,2.1,4.8,2.8,0,43.4,6.6,0.1,0.6,3.4,3.4,0,0.2,44.4,55.6,62.8,4.2,24.9,25.9,12.8,1.5,62.8,CB,0
Guillermo Maripán,2019-2020,25,Monaco,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.16,0.6,0.17,0.5,0.2,33.3,48.7,55.5,87.8,0.1,3.1,0.1,0.1,3.9,1020.8,374.2,13.5,15,90.1,28.2,30.4,92.6,6.7,9.2,39.1,194.8,119.1,0.6,0.5,0,0.4,0.1,44.1,0.3,0.1,0.1,0.6,0.5,56.5,0.1,0,0.7,0.3,2.2,1.3,1.2,0.9,1.5,0.7,0.9,1.3,3.4,3.5,0.1,53.9,1.6,1.5,0,0.7,0.2,0,0,50,50,65.3,6.5,29.3,33.8,2.7,0.9,65.3,CB,1
Guillermo Maripán,2020-2021,26,Monaco,0.2,0,0.3,0.2,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0.15,0.6,0.33,0.83,0.3,40,64.7,71.9,89.9,0.1,2.3,0.3,0,3.6,1352.3,470.1,14.8,16,92.5,41.8,44.1,94.9,7.7,10.6,51,260.7,157.7,0.7,0.3,0,0.4,0,60.6,0.2,0.1,0.1,0.4,0.4,51.3,0.3,0,0.8,0.3,1.1,0.5,0.6,0.5,0.8,0.5,0.3,1.2,2.3,2.8,0,70.3,1.6,1.5,0,0.5,0.1,0,0.1,100,0,79.7,7,35.4,43,1.6,1.1,79.7,CB,1
Guillermo Maripán,2021-2022,27,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.3,0,0,0.1,28.6,58.7,66.3,88.5,0.1,3.9,0.1,0,3.9,1187.5,421.6,16.9,18.3,92,34.6,36.7,94.4,7.1,10.2,45.2,207.4,121.9,0.5,0.2,0.1,0.5,0,53.3,0.1,0,0,0.7,0.6,55.6,0.2,0,1,0.5,1.8,1.2,1,1,1,0.7,0.3,1.2,3,3.2,0,64.7,1.5,1.4,0.1,0.2,0,0,0.1,80,20,75.4,7.5,36.8,36.9,2,0.8,75.4,CB,1
Haitam Aleesami,2019-2020,28,Amiens,0,0,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.18,0.1,0.5,1,0,50,42.6,56.1,75.8,0.7,3.5,0.5,0.2,5.6,629.5,273.1,24.6,28,87.6,14.8,20.9,71,1.8,4.2,42.2,26.9,132.1,67,1,0.8,0.2,1.1,1,35.5,3.4,0.1,0.1,1.4,1.2,67.2,0.2,0,1.5,0.4,1.7,0.8,0.8,1.2,1.6,0.5,1.1,1.6,3.3,2.8,0,44.9,11.2,0,0.1,2.1,2.1,0.1,0.1,68.4,31.6,66.7,3.4,19.4,35.7,12.3,0.7,66.7,CB,0
Hamari Traoré,2017-2018,25,Rennes,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.03,0.5,0,0,0.1,13.3,46,59.8,76.9,0.6,3.9,0.7,0.2,4.6,770.5,330.3,23.1,25.8,89.4,17.3,22.4,77.1,4.4,8.4,28.7,144.7,83.9,1.9,1.3,0.2,1,0.2,37.3,3.1,0.1,0,1.7,1.4,56.7,0.3,0,1.4,1.3,2.7,1.9,1.4,0.9,1.1,0.4,0.6,2.1,4.8,4,0,47.6,12,1.2,0.1,0.5,2.2,0,0.2,68.6,31.4,71.1,2.9,19.2,38.8,13.7,0.5,71.1,RB,0
Hamari Traoré,2018-2019,26,Rennes,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0,0.07,0.9,0,0,0.3,31,47.3,58.4,81,1,3.9,0.8,0.4,5.1,784.4,306.4,24.7,27.6,89.4,17.7,21.4,82.5,4,6.6,33.8,193.9,122.8,2.9,1.7,0.4,1.2,0.4,37.6,4.3,0.2,0.1,2.2,1.7,37.6,0.2,0,1.5,0.8,1.8,1,1.1,1.1,1.2,0.3,0.8,1.3,3.2,2.5,0,46.1,12.1,1.2,0.1,0.3,2.4,0,0.2,50,50,69,3.3,19.9,35,15.1,1.2,69,RB,0
Hamari Traoré,2019-2020,27,Rennes,0,0.2,0.2,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0.1,0.06,0.8,0,0,0.2,22.7,46.5,58.6,79.4,1.3,3.1,1.1,0.6,4.3,762.3,302.8,23.8,27.3,87.2,18.3,22.2,82.5,3.5,6.5,37.9,200.1,122.5,3.2,1.9,0.5,1.4,0.3,38.4,4.6,0.3,0.2,2.5,2.1,55.2,0.3,0,1.6,0.6,2.1,1,1.2,1.2,0.8,0.2,0.6,1.8,3.8,2.2,0,47,11.6,0.9,0.1,0.2,2.2,0.1,0,61,39,69.3,2.5,21.8,34.4,14,1.4,69.3,RB,0
Hamari Traoré,2020-2021,28,Rennes,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.05,0.7,0.04,0.2,0.1,21.7,60.5,73.6,82.2,1,5.5,1.6,0.6,6.1,1043.4,329.4,27.5,31,88.8,27.7,31.9,87,4.8,8.1,45,210.5,107.9,2.2,2,0.3,0.9,0.3,52.1,7.1,0.3,0.2,2.8,2.4,41.8,0.1,0,1.2,0.7,1.7,1.1,0.7,1.1,0.9,0.1,0.8,2.3,4,1.5,0,62,11.4,1.2,0,0.4,4,0,0.1,69.7,30.3,82.1,1.9,16.3,43.7,22.5,1.3,82.1,RB,1
Hamza Mendyl,2017-2018,19,Lille,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.03,0.2,0,0,0.1,50,33.6,43.7,77,0.3,1.4,0.6,0.1,2.1,514.4,176.2,17.1,19.2,89,12.3,14.6,84.1,2.2,5.4,27.6,179.6,89.7,2.4,2.9,0.1,1.5,0.2,31.6,4.3,0,0,1.1,0.7,40,0.2,0.1,1.2,0.3,1.9,1.1,1.2,1,0.5,0,0.5,1.8,3.7,2.7,0,35.4,8,0.3,0,0.1,3.5,0,0.2,50,50,55,1.9,17.1,24.9,14.1,0.6,55,LB,0
Hamza Mendyl,2019-2020,21,Dijon,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,-0.1,0.05,0.6,0.1,1,0.1,10,40.5,53.1,76.4,0.5,2.1,0.4,0.4,2.9,638.7,255.1,22.4,24.9,90,14.1,18.3,76.8,3,7,31.2,199.7,111.9,3.4,2.5,0.4,1.5,0.3,37.5,3.2,0.1,0.1,2,1.6,17.4,0.4,0.1,1.5,0.3,3.1,2,1.8,1.1,1,0.2,0.7,1.4,4.5,2.9,0,42.6,10.2,1.1,0,0.1,2.9,0,0.3,43.8,56.3,66.1,3.1,21,31.8,14.1,0.9,66.1,LB,0
Harold Moukoudi,2019-2020,21,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.3,0,,0,0,46,53.4,86.2,0,2.4,0.1,0,3.7,877,277.7,14,15.8,88.5,27.8,30.6,90.8,3.7,5.8,30.9,180.5,105.8,0.9,0.2,0,0.6,0.3,41.1,0,0,0,0.3,0.3,67.3,0.3,0,1,0.5,2.5,1.7,1,0.3,1.5,0.9,0.5,1.5,4,3.8,0.2,51.4,1.8,0.9,0,0.1,0.1,0,0.2,71.4,28.6,64.5,7.3,34.5,29.4,1,0.3,64.5,CB,0
Harold Moukoudi,2020-2021,22,Saint-Étienne,0.1,0,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.17,0.5,0.23,0.75,0.2,30.8,40.8,46.1,88.6,0.2,1.8,0,0,2.5,811.9,275.3,12.2,13.2,92.2,23.5,25.5,92.2,4.6,6.4,31.6,143.8,73.8,0.5,0.4,0,0.3,0.4,34.8,0.2,0.1,0,0.6,0.4,62.7,0.2,0,0.9,0.6,1.8,1.1,1.1,0.4,0.9,0.4,0.6,1.7,3.5,3.1,0,44.8,1.3,1.1,0,0.4,0,0,0,73.3,26.7,55.8,6.1,29.3,25.2,1.5,0.7,55.8,CB,0
Harold Moukoudi,2021-2022,23,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.12,0.4,0,,0,0,44.7,50.3,88.8,0.2,2.3,0.2,0,3.3,939.5,350.8,13.6,15.2,89.3,23,24.7,93.2,7.4,9.1,36.1,174.2,101.1,0.4,0.3,0.1,0.4,0.2,38.9,0.2,0,0,0.7,0.5,62.2,0.2,0,0.8,0.3,1.4,0.7,0.8,0.6,1.5,0.8,0.7,1.9,3.3,2.6,0,48.5,1.8,1.6,0,0.9,0,0,0,81.8,18.2,59.9,6.3,28.5,30.2,1.6,0.5,59.9,CB,0
Hassane Kamara,2018-2019,24,Reims,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.1,0.9,0,0,0.1,11.1,34.1,44.5,76.6,0.6,2,0.1,0,3,527.9,160.9,19.2,21.5,89.6,12,15.5,77.4,2,4.4,29.1,220.8,125.4,2.3,1.6,0.5,1.6,1,31.1,1.7,0.2,0.2,1.4,1.2,37,0.1,0,1.2,1,2.8,2,1.6,0.3,0.6,0.1,0.5,1.4,4.2,4,0,36.1,8.1,0.5,0,0.2,1.5,0,0.4,75.9,24.1,58,3.3,22,27.8,9,1,58,LB,0
Hassane Kamara,2019-2020,25,Reims,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.06,1.6,0.06,0.29,0.4,22.6,46.9,58.8,79.8,0.6,3,0.8,0.4,4.3,775.9,220,24.4,27.2,89.7,18,21.8,82.4,3.7,6.6,41.2,271.3,149.9,4.5,2.9,0.2,1.9,0.8,44.4,4.3,0.1,0.1,1.7,1.5,60.5,0.3,0,1.1,1.2,3.1,2.5,1.3,0.6,0.9,0.1,0.8,3.1,6.1,3.1,0,50.1,8.4,0.4,0,0.7,3,0,0.3,69.8,30.2,75,3.1,25.5,34.6,15.9,1,75,LB,0
Hassane Kamara,2020-2021,26,Nice,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.05,0.8,0.07,0.5,0.1,14.8,48.1,59.4,81,0.9,2.7,1.1,0.5,4.3,774.5,238.1,25.8,28.9,89.1,18,21.4,84.1,3.5,6.2,42.2,234.7,130.5,3.4,2.3,0.5,1.5,0.7,46,6.5,0.1,0,1.8,1.5,48.6,0.1,0,0.7,0.9,2,1.2,0.8,0.7,1.2,0.4,0.8,1.7,3.6,1.9,0,51.1,8.1,0.7,0,0.5,3.4,0,0.2,59,41,70.2,2.8,20.7,31.2,18.9,1.3,70.2,LB,1
Henrique,2021-2022,27,Lyon,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,-0.1,0,0.14,0.4,0,,0,0,56.1,64.8,86.6,0.7,2.3,0.6,0.3,2.9,793.2,217.1,33.8,36.7,92.2,19,21.7,87.6,1.7,3.3,49.2,252.6,143.8,2.2,2.1,0.2,1.1,0.7,48.2,4.6,0.1,0.1,1.5,1.4,58.1,0.2,0,1.1,1.1,1.1,0.6,0.4,0.9,1.1,0.1,1,1.8,2.9,1.1,0,55.6,9,0.5,0,0,1.7,0,0.2,58.8,41.2,73.6,1.6,18.6,38,17.5,1.5,73.6,LB,0
Hiroki Sakai,2017-2018,27,Marseille,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0.04,0.1,0,0,0,33.3,44.6,55.7,80,0.5,1.6,0.5,0.1,4,569,227.1,27.1,29.7,91.3,11.5,15.4,75.1,1.6,4,34.2,137.5,75.2,1.8,1.6,0.2,0.9,0.5,36.8,4.2,0.1,0.1,1.5,1.2,61,0,0,0.9,1,2.4,1.6,1.1,0.6,1.1,0.2,0.9,1.6,4,3.2,0,44.9,10.7,0.4,0.1,0,1.6,0,0.1,55.6,44.4,66.4,2.3,16.7,33.3,16.8,0.6,66.4,RB,0
Hiroki Sakai,2018-2019,28,Marseille,0,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.06,0.2,0.17,0.33,0.1,50,44.4,55.2,80.3,1,3.1,0.6,0.3,3.8,617.1,234,26.6,29.3,90.7,12.8,16.6,77.1,2.4,4.5,31.9,130.3,75.4,1.4,1.1,0.1,0.9,0.6,35.7,4.2,0.3,0.2,2.7,2,70.7,0.1,0,1.2,0.9,2.2,1.6,1.1,0.9,0.9,0.4,0.6,1.4,3.6,2.9,0,45.1,10.1,0.4,0,0.1,1.3,0,0,60,40,65.5,2.4,16.7,35.6,13.9,1.1,65.5,RB,0
Houboulang Mendes,2020-2021,22,Lorient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.3,0,,0,0,30,42.4,70.9,0.2,1.9,0.3,0.3,2.6,460.1,169.1,17.2,20,86.1,10.9,15,72.7,1.5,4.9,24.2,121.2,57.3,1.9,1,0.1,2.1,0.7,28,5.3,0,0,1,0.8,38.2,0.2,0,1.6,0.4,1.9,1.3,1.1,0.8,1,0.1,0.8,1,2.9,2.4,0,30.8,11.6,0.5,0,0,3.1,0,0,35.7,64.3,53.7,2.4,16,23.1,14.9,0.7,53.7,RB,0
Houboulang Mendes,2021-2022,23,Lorient,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.05,0.6,0,0,0.1,23.8,32.8,40.4,81.2,0.4,1.6,0.3,0.3,2.2,561.9,184.1,14.5,16,90.4,14.7,17.4,84.7,2.6,5.3,28.4,152.4,84.3,1.6,1.2,0.1,1.2,0.2,29,2.1,0.1,0,1.1,0.9,42.9,0.1,0,1.1,0.5,1.6,0.8,1.1,0.5,1.1,0.6,0.6,1.1,2.8,3.6,0.1,34.6,5.8,1,0,0.3,1.8,0,0.1,34.2,65.8,51.8,4.4,20.3,23.1,8.6,0.8,51.8,RB,0
Igor Carioca,2021-2022,24,Lorient,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.03,0.8,0,0,0.3,42.9,33.3,44.3,75.2,0.6,1.8,0.7,0.4,2.5,532.6,171.8,16.1,18.5,87.3,13.5,17.1,79.3,2.3,4.5,51.9,26.9,152.6,79.3,2.3,1.2,0.2,1.7,0.6,29.4,5.9,0.1,0.1,1.8,1.4,50,0.2,0,1.4,1.3,1.5,0.9,0.9,1.6,1,0.1,0.9,1.4,3,1.6,0,34.5,9.8,0,0.2,3.9,3.9,0,0.1,52,48,54.2,2.6,13.2,23.3,18.4,1,54.2,RB,0
Ismaël Boura,2020-2021,19,Lens,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.07,0.2,0,,0,0,40.6,52.9,76.9,0.8,1.5,1.2,0.8,3.7,662.8,203.9,21,23.5,89.3,15.4,20,77,3.1,6,50.9,34.7,225.4,112.8,3.3,2.4,0.2,1.7,1.6,37.2,6.1,0,0,1.4,1.1,54.5,0.1,0,1.5,2,1.2,0.8,0.3,0.7,0.8,0.2,0.5,2.3,3.5,1.3,0,41.8,10.9,0,0.7,5.2,5.2,0.7,0.1,64.7,35.3,63,2.2,15.6,29.3,19.1,0.5,63,LB,0
Ismail Jakobs,2021-2022,21,Monaco,0,0.1,0.1,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0,-0.2,0.08,0.4,0,0,0.1,20,46.8,67.9,68.8,1.3,3.1,1.9,1.2,5.2,748.6,266.4,25.1,29.3,85.7,16.8,24.2,69.1,3.7,9.8,40.7,207.1,106.6,3.4,2.4,0.3,1.3,0.4,46.7,7.5,0.4,0.2,2.9,2.2,71.7,0.1,0,1.1,0.7,2.4,1.2,1.2,1.4,1.2,0.1,1.1,1.3,3.7,2.3,0,56.5,10.9,0.7,0.1,0.3,6.1,0.6,0.5,54.5,45.5,78.9,2.8,17,35.6,26.8,1.6,78.9,LB,1
